subject_id,x,y
S621,-2.023226286220639,2.667564070500144
S622,-3.358519988053301,1.389471037181075
S623,6.438070300601286,2.7495470715402983
S624,-2.5714116805042826,5.589165727843765
S625,1.2178505278090246,5.857789930621681
S626,-0.831116053335927,-0.7872654636575183
S627,3.612076831916723,0.4314085607064691
S628,-1.8779062679251062,-1.3512368454091432
S629,5.6671984220516185,4.063597885720173
S630,-0.573901882336606,0.014057269128856653
S631,-1.947388517541931,-1.0761897447017277
S632,4.488605985370693,-2.597597034957174
S633,-2.070032483650754,-0.17615484294983708
S634,-1.4862541659596153,-2.9383565951698745
S635,0.4067486251172907,-2.820627610967856
S636,-0.7129163530562016,-0.2533106174115932
S637,-0.697298053653005,-0.8381997810481381
S638,-3.0518189643455775,1.7893423881197874
S639,-6.389484416340255,0.3976580571492797
S640,12.36282151643088,0.13984189048757076
S641,5.279799574045704,1.8234173573419306
S642,0.7798663845825743,-2.7376420684608385
S643,-5.110725601818634,1.5693996616203172
S644,-2.8774491331224987,-1.0846222628101487
S645,19.455089215322577,-1.7971322768022218
S646,-1.2118496546920785,-2.7652238526743456
S647,-8.207276341878249,-0.2576186788326425
S648,-0.9139895715292736,2.741725695648592
S649,9.474035854669788,0.16166946726256282
S650,5.004572352108748,1.0088779341455343
S651,0.022163744184875697,4.132031969835153
S652,-6.025266881354838,0.24399543313760685
S653,0.5692506128278318,-2.5138124065727463
S654,-6.583634345181786,0.09930147267166542
S655,11.128420094510085,-4.728708318507223
S656,-0.3429710573324834,-4.5849161520975965
S657,-6.636279783923067,-1.0608359132651466
